"","HUC12","Agriculture","Buildings","Ditches","Developed","ForestLoss","Impervious","LeveedArea","NonNativeVeg","Roads_Rail","Wells","MH20"
"33","101800010506",1,0.000333475855452975,0.689644012127137,0.0496804833278751,0.0262296002900008,0.029462387962563,0,0.0111806198319609,0.0816806520813531,0,0.719792801205332
"34","101800010507",1,0,0.428570755152587,0,0.0619791909679158,0.0121552358355949,0,0.0179781030310168,0.0316563674085862,0,0.671810998306406
"35","101800010601",0.148737489468883,0,1,0.0425461461520192,1,0.0385008844314526,0,0.473126336135345,0.068890075344407,0,0.0777897952945467
"36","101800010602",1,0,0.899195552748648,0,0.214779239401027,0.0214428611166711,0,0.118003780480719,0.0589286581621542,0,0.10882961617838
"37","101800010603",0.582706090250497,0,1,0,0,0.0815211740382555,0,0.0819268537607382,0.0873055968852245,0,0.143070212171489
"38","101800010604",0.636933174529554,0,1,0,0,0.0138644761969078,0,0.0421594935702364,0.024558852205233,0,0.151485450797226
"39","101800010605",0.490519264569669,0,1,0.0184784750297834,0.0382593306028148,0.0517305101907044,0,0.103049881757692,0.0427291558140709,0,0.166539764815334
"40","101800010701",0.519509484392554,0,0.710083686910643,0,0.0947670644247206,0.0328979697737386,0,0.0586222259029311,0.0745939806924528,0,0.431366620887436
"41","101800010702",0.244357386692456,0,1,0.0901840958528569,0.729666484812295,0.0434598272721743,0,0.207560221022793,0.0501640281183613,0,0.108459062676201
"42","101800010703",0.312567673919731,0.252985679129891,1,0,0.114586807616426,0.017994227435864,0,0.0475169311022407,0.0366629073719815,0,0.720441873036408
"43","101800020101",0,0,0,0,0,0.00834397047717225,0,0,0.0596446236827887,0,0.051788870862937
"44","101800020102",0,0,0.227384468905371,0.14694745082843,0,0.0911764849091645,0,0.0278737946697691,0.187719441204645,0,0.172045757699476
"45","101800020107",0.0159683471282155,0,1,0.234124344821872,0.380069209793546,0.0905845417673587,0,0.168607396225176,0.243483407048037,0,0.690275366178029
"46","101800020201",0.00242939129413121,0,0,0,1,0.0255534095863477,0,0.304612517473901,0.166656660585064,0,0.119449430138477
"47","101800020202",0.015351324999197,0,0,0,1,0.0235286454953726,0,0.0371461639018766,0.115401453293191,0,0.178646047457094
"48","101800020401",0,0,0,0,1,0,0,0.0408315188898174,0.0325384408717103,0,0.100022660699084
"49","101800020402",0.0423561207593545,0,0,0,1,0,0,0.16305331992182,0.365802617661332,0,0.072352058536447
"50","101800100101",0.0305576447117371,0,0.302915746172425,0.0717184494955875,1,0.0079737601829564,0,0.40891864267182,0.341709392619914,0,0.289039525377908
"51","101800100102",0,0,0.191581692583833,0,1,0,0,0.164370922507169,0.110656099257119,0,0.24743350749623
"52","101800100103",0.200699221843078,0,0,0,1,0.0029337247796469,0,0.296864127514463,0.241835036440346,0,0.222977551661835
"53","101800100104",0.144006370736756,0,0,0.0330334700784198,0,0.041867533279273,0,0.014620594185287,0.130611466871108,0,0.38489752150514
"54","101800100105",0.486761673842078,0,1,0.129318527749952,1,0.114360362466057,0,0.150575505796368,0.18888685246777,0,0.318578211626402
"55","101800100106",0.219834492478401,0,1,0,0,0,0,0.121619740868856,0.0691723251180594,0,0.151899773032802
"56","101800100107",0.339059423801663,1,0.133390798177947,0,1,0.0123140626906746,0,0.0237615789655028,0.122614138573077,0,0.340188553142099
"57","101800100202",0,0,0.52219743588763,0.0540918820027869,1,0.00835249342967274,0,0.179557760720794,0.102582429673634,0,0.13428889442122
"58","101800100301",0,0,0,0,1,0,0,0.020320581079183,0.301903930487167,0,0.090570712856677
"59","101800100304",0.3004585409352,0,0,0,0.862443184759188,0,0,0,0,0,0.346987842815173
"60","101900010101",0,0,0,0,0,0.76660228759043,0,0,0.272259051075247,0,0.592354425613092
"61","101900010102",0,1,0,0.770847380780175,1,0.922013758168852,0,0.0981466907613026,0.619167128129779,0,0.592354425613092
"62","101900010103",0.0192735799219093,0,0,0,0,0.0431816208936215,0,0.23481560358167,0.130434825270424,0,0.0502179475515256
"63","101900010104",0,0,0,0.0517980447974957,0.153443936040668,0.156986347501045,0,0.527293026977864,0.12986868775636,0,0.608120335464442
"64","101900010105",0.00622077474067346,0,0.0166712855670073,0,0.064306222288245,0.0603354432853848,0,1,0.0531605134535623,0,0.132472786151568
"65","101900010106",0.0472898023423345,0,0.726380519836294,0.0575835157697014,0,0.0812435690516335,0,0.140435429447696,0.0354011851557561,0,0.541469733482513
"66","101900010107",0,0,0,0,0,0.0761956213121672,0,0.823243716188276,0.166415798908529,0,0.142090450185883
"67","101900010108",0.136025603885258,0,1,0.0879482256130262,0,0.103653267054659,0,0.394904054233422,0.169858611495763,0,0.46067868370182
"68","101900010201",0,0,0,0,0.236687504256727,0.0424049666429036,0,0.75151114508441,0.161521176920347,0,0.06942850436843
"69","101900010202",0,0,0,0,1,0.126120231528283,0,0.241632830782091,0.350683899781003,0,0.0717285114615887
"70","101900010203",0,0,0,0.904681402493004,0,0.96958119288825,0,1,0.171971301376924,0,0.278326926724787
"71","101900010204",0.148524149572801,0,0,0.164649584403713,0,0.170450618616173,0,0.736025460882136,0.157334770717094,0,0.108327063788602
"72","101900010205",0.018914032860589,0,0.342836550286658,0.0653813484153612,0.0468595167100357,0.0979869169354987,0,0.832927007969164,0.0841854805647292,0,0.137425388181611
"73","101900010206",0,0,0,0,0,0.668675027628189,0,1,0.392953102889306,0,0.116712062158039
"74","101900010207",0,0,0,0.190577711990547,0,0.531065974899608,0,1,0.567906080366023,0,0.160253428202787
"75","101900010208",0,0,1,0.144498129201423,0,0.095608533460088,0,0.583792404954766,0.147485672989905,0,0.118431683942709
"76","101900010209",0.00276572942408826,0,0.257747165492389,0.0244372176799425,0.261850727566023,0.0705969350348268,0,0.894339565277591,0.091752664068114,0,0.168377967727161
"77","101900010210",0,0.068273464726106,0,0.526610219681999,0.0384922967064744,0.476434768794571,0,1,0.200057696859761,0,0.752492123629145
"78","101900010301",0,0,0,0.266321428740897,0,0.414909211550155,0,0.642667943612795,0.287365215123284,0,0.752492123629145
"79","101900010302",0,0,0,0.0393786305478529,0,0.122066031074656,0,0.690186753848562,0.0701492943940194,0,0.122784164235438
"80","101900010303",0,0,0,0,0,0.175975411694655,0,0.560682155491425,0.26757423916313,0,0.186241055583329
"81","101900010304",0,0,0,1,0,0.732943632318182,0,1,0.4468788966758,0,0.331044397568462
"82","101900010305",0,0,0,0.706086638156727,0,0.641161701941259,0,0.33453152396653,0.23641424570159,0,0.308384126145134
"83","101900010306",0.0025592977161408,0,0.283762076953121,0,0.0476557847813136,0.0118725804316444,0,0.459395130285737,0.0199301258582474,0,0.734518623728867
"84","101900010307",0,0.0152321110887398,0,0.0765712629798323,0.371316728831728,0.0681097014916765,0,0.291374740911073,0.0669870488024675,0,0.726073052243017
"85","101900010401",0,0,0.540048808470473,0.175467318790347,1,0.0864318978372932,0,0.938412580572687,0.0660827534091761,0,0.118347606324778
"86","101900010402",0.17815357314817,0,0.104022463194173,0.139195805896079,1,0.0937195546662785,0,0.35595722239081,0.0938666596250417,0,0.0805086671709183
"87","101900010403",0.00232260486361356,1,0,0.492525408817313,0,0.379227411832151,0,0.485371593777057,0.29893972584832,0,0.362353487325517
"88","101900010404",0.145138038083165,0,0,0.23208641814262,0.994664223579698,0.069987512778655,0,0.163005631660053,0.094939563499191,0,0.413908455383668
"89","101900010405",0.0341658541531253,0,0,1,0.355679123642075,0.403153394270489,0,0.590887157641786,0.461693762740408,0,0.245262365246463
"90","101900010501",0.0396691146000063,0,0,0.189272855584289,0,0.344433424111143,0,0.55498985224911,0.286148544434272,0,0.097521476762045
"91","101900010502",0,0,0,0,0,0.451780031439456,0,1,0.759919562271018,0,0.132073331724741
"92","101900010503",0.402549742046054,0.0359129332439466,0,0.256449096935506,0.445077513712977,0.137046751063535,0,0.408074687043212,0.295478853321849,0,0.340840643298898
"93","101900010504",0.569582773116879,0,0,0.522459937842167,0.493448505710488,0.203811902588826,0,0.509672844802358,0.24589827243687,0,0.342721423661769
"94","101900010505",0.0914449206084191,0,0,1,0,1,0,0.314854330762408,1,0,0.148729609090438
"95","101900010506",0.2190768950833,0,0,0.341340422552869,0,0.206352967447911,0,0.355700438002069,0.804975318832383,0,0.376447076061049
"96","101900010507",0.355984450860335,0,0,0.445210011196026,1,0.190816759257811,0,0.821466872107612,0.508059914154429,0,0.865012346786213
"97","101900010601",0.110658137481193,0,0,0.229158889287453,0,0.0978641218201941,0,0.851974938650905,0.0564339115815273,0,0.371167625363975
"98","101900010602",0.06251558615675,0.480534552678748,0,0,0,0.0413171268122494,0,1,0.310922038689741,0,0.335194053501092
"99","101900010603",0.393168184920041,1,0,1,0.654891758943072,1,0,0.251769798786438,0.945049954777234,0,0.397352996371665
"100","101900010604",0.0651442939487434,0,0,1,0.388658344477596,0.852300130002358,0,1,0.766794199552874,0,0.153738154640309
"101","101900010605",0.0379209841262301,0.346213850067536,0,0.276691250748441,0.735055285062471,0.513893308146354,0,0.388688128054635,1,0,0.743197389724769
"102","101900010606",0.0336624965077709,0,0,0.0485726425012906,0.420431750982396,0.221556657061882,0,0.838430683197003,0.782233603255088,0,0.815833095611398
"103","101900020101",0,1,0,0,0.19510726702249,0.142783707983305,0,0.706485730603586,0.531594891505872,0,0.513396121054552
"104","101900020102",0.0908904065062309,1,0,0.866840640900575,0,0.661150476130575,0,1,0.605852688524648,1,0.464808142904791
"105","101900020103",0.101970503003477,0,0,0.144800850043374,0.308730981661173,0.139041173958957,0,1,0.30206924720929,0,0.468967949251155
"106","101900020104",0.00198868124378593,0.545958752642726,0,1,1,0.784152034475163,0,0.419963774264774,1,0,0.202428829812106
"107","101900020105",0,1,0,1,1,0.55803725967536,0,0.568708159197215,0.942396904351268,0,0.394734410458465
"108","101900020201",0,1,0,0.12209023111272,1,0.331381422242933,0,0.016211119075738,1,0,0.222440437565311
"109","101900020202",0.0107315076206743,1,0,1,0,1,0,0.0796727733402793,1,0,0.230599596762163
"110","101900020203",0.0150111535929768,0,0,0,0,0.0173734229482146,0,0.0165104721267999,0.356238544907044,0,0.314116695127893
"111","101900020204",0.270211971207698,1,0,1,0.354385745009941,1,0,0.0780965669247248,1,0.133924443426903,0.327323407528941
"112","101900020301",0.486549361393443,0.987007704658987,0,0.102101609481573,1,0.107261225424034,0,0.142705615436438,0.597542495535274,0,0.136341467409891
"113","101900020302",0.140992815569018,0,0,0.169712293117167,0,0.520820918062269,0,0.116306415282677,1,0,0.277557815568896
"114","101900020303",0,0.335459082977275,0,0.0402476761875452,0.310864688605827,0.212949944422443,0,0.0400805944045096,1,0,0.280509096494266
"115","101900020304",0.190962941989089,0.743320708491644,0,0.29025988576767,0.851144802425648,0.113178471344421,0,0.0489405152728663,0.992800544114195,0,0.369834210762405
"116","101900020305",0,1,0,1,1,1,0,0.00718823276271415,1,0,0.528453670455502
"117","101900020401",0,0,0,0,0,0.251434618389696,0,0.190547088153101,0.72011140558509,0,0.0757027650598965
"118","101900020402",0,0,0,0,0,0,0,0.266497073906956,1,0,0.0851813284000818
"119","101900020403",0.11751612077773,0,0,0,1,0.116211047418245,0,0.576912705463725,0.654675806013563,0,0.0828745638722616
"120","101900020404",0,0,0,0,1,0.00503857192057865,0,0.293445927519868,0.0652031034923124,0,0.891735416152294
"121","101900020405",0,0,0,0.130301170877673,1,0.214453682632042,0,0.566226529882091,1,0,0.0817867699457518
"122","101900020406",0,0,0,0.236591069480361,0,0.19719672992672,0,0.615724590798055,0.979175848381609,0,0.974206484478425
"123","101900020407",0,0,0,1,1,0.722433540075341,0,0.688885216327182,0.987702154412596,0,0.954262454761693
"124","101900020408",0,0,0,1,0.157632155079321,0.965370376468758,0,0.080023217743957,1,0,0.921926111121423
"125","101900020501",0,0,0,0.112229097061197,0,0.0387335892677421,0,0,0.839405120662871,0,0.565509108997902
"126","101900020502",0,0,0,0.77951550937354,0.279443956638474,0.372632204966015,0,0.0118970034568242,0.450480371812524,0,0.331691318958182
"127","101900020503",0,1,0,1,0.16246064576426,1,0,0.0243385003413352,1,0.539447900510474,0.490341895074634
"128","101900020504",0,1,0,1,0,1,0,0.021249309647729,1,0.0815180286829914,0.470031865728511
"129","101900020601",0,0.246560167207891,0,1,0,0.712559098508131,0,0.0159881325684844,0.970238732795259,0,0.253354496168923
"130","101900020602",0,0,0,0.633658119064366,0.478018785421921,0.210226632057847,0,0.155809281197511,0.179341130596184,0.159436187080039,0.273105813177307
"131","101900020603",0.226453974201794,0,0,0.125055279582477,0,0.00431888612727406,0,0,0.386444581840132,0,0.4023440133455
"132","101900020604",0,0,0,0.299107160733107,0,0.0504758707876605,0,0.0529538604888991,0.295454396916854,0,0.14604573885473
"133","101900020605",0,0,0,0.075334505772687,0,0.0150163608921581,0,0.0200058044359893,0.0755643119482762,0,0.258525917884798
"134","101900020606",0,0,0,0.302410568788982,0.290859406462401,0.059245017378131,0,0.0273777417941977,0.171974436532676,0.0938887481943203,0.219455331050824
"135","101900020607",0,0,0,0.257466752081981,0,0.0599092790302012,0,0,0.196095811666018,0,0.283227068093188
"136","101900020608",0.086611704391461,0.787818432784405,0.372898749484556,0.407651962636272,0.142271649456635,0.460529226101076,0,0.377683863519473,0.276240389069199,0.125073046574625,0.242527214277355
"137","101900020701",0,0.119152013334571,0.272117792965991,0.0441371574997182,0,0.968777399366992,0,0.0879078583156999,1,0,0.883391996488303
"138","101900020702",0,0,0.768186635209347,1,0,0.679942898558113,0,0.840871369164331,1,0.114797679335018,0.470645507822755
"139","101900020703",0.076474912568023,0.206694399851609,1,0.286547766069295,0.102872306832565,0.273471436607646,0,0.96300195555797,0.493215541886551,0.0947055642835514,0.913656837984841
"140","101900020801",0.320237943316415,0,0,0,0,0.262567144373323,0,0.374237368209013,1,0,0.101632398986663
"141","101900020802",0.0666441125280107,0,0,0,0,0.119009306618282,0,0.107706925503987,0.360700693871736,0,0.123341069023636
"142","101900020803",0,1,0,1,0,1,0,0.027807110950516,1,0,0.274022568411986
"143","101900020804",0.153481213949994,1,0,0.607290443996823,0,1,0,0.108170132106938,1,0,0.223261794651941
"144","101900020805",0,1,0,1,0,1,0,0.0687773513449539,1,0,0.544773406937698
"145","101900020806",0,1,0,1,0,1,0,0.0374142887681274,1,0,0.622160374091659
"146","101900020807",0,1,0,1,0.188685537033591,1,0,0.128081238317909,1,0,0.374591706686243
"147","101900020808",0,0,0,1,0,1,0,0.941809672369616,1,0,0.724130949525431
"148","101900020809",0.0185991951538541,1,0,1,0.108555923005107,1,0,0.0694762246102561,1,0.0711141865939888,0.778505600681855
"149","101900020901",0.16646031707059,0.523471387774902,0.457929260221724,1,0.0410990321045818,1,0,0.298169318409398,0.932084141196859,0.161578070472662,0.934925712996104
"150","101900020902",0,1,1,1,0,1,0,0,1,0,0.804653305940124
"151","101900020903",0,1,1,1,0,1,0,0,1,0.344365542064469,0.873981077495233
"152","101900020904",0.000723875068803161,1,0.0265209581379509,1,0.130989354674565,1,0,0.00159235185660797,1,0.159980732284414,0.858785821167838
"153","101900030101",0,0,0,0.275471420059301,0,0.0415903769819035,0,0.0711220337771986,0.0743676313827193,0,0.51659752926608
"154","101900030102",0,0,0,0.295469479217099,0,0.0324801255504487,0,0.0155684066131096,0.126488709408957,0,0.557870572606562
"155","101900030103",0.0136127073885551,0.335871895711049,0,0.144042730408906,0,0.0228103163032272,0,0.00869362182296368,0.118033937853911,0.270294113173576,0.50949604909402
"156","101900030104",0,0,0,0.417453317682013,0,0.0480656296426538,0,0,0.270946885861517,0,0.498943680505923
"157","101900030105",0,0,0,0.573874904224142,0,0.350993763309013,0,0.181426207762281,0.780814518900308,0,0.599915430601135
"158","101900030106",0.0664188161825235,0.505771492424394,0,0.241900823254028,0,0.078659517528585,0,0.0124219246780777,0.413293912461696,0.192748292845988,0.541630152210895
"159","101900030107",0.0433491346973271,0.0525552899058344,0,0.941347579744292,0,1,0,0.0088022509483616,1,0.887667277379438,0.547630056845662
"160","101900030108",0.0728919980775226,1,0,1,0.382255657493245,1,0,0.0196340749616721,1,0.0505969136667715,0.430559577285825
"161","101900030201",0.0320648504782029,0,0,0.215479866357848,0,0.0266598995582288,0,0.0327838708077486,0.141585737796175,0,0.449544202066125
"162","101900030202",0.15699217252327,0.0492546452330503,0,0.233870002909775,0,0.131991640715219,0,0.169887556012183,0.207217623863031,0.0215892800257393,0.641034569674246
"163","101900030203",0.0582250806030966,1,0.138548647427251,1,0,1,0,0.148894439544307,1,0,0.886568442223784
"164","101900030204",0.148931870449784,1,0.801388824205387,1,0.0858103847980818,1,0,0.256122322180252,1,0.0804198063825161,0.893790898865707
"165","101900030301",0.104688227252912,1,0,1,0.144620411616103,1,0,0.102696462771342,1,0.43202861952862,0.592893263237722
"166","101900030302",0.0195339226052035,1,0,1,0,1,0,0.580094370031526,1,0,0.884376249121926
"167","101900030303",0.0597170804636165,1,0,0.572153944508589,0.0934510354993836,0.597157031687534,0,0.149207425911751,1,0.123055009473109,0.686039301153428
"168","101900030304",0,1,0.387953508726157,1,0.178542082560862,1,0,0.0507738181815639,1,0.471212308449037,0.869568953913622
"169","101900030401",0.810686456683219,1,1,1,0.148334976982932,1,0,0.634817606833774,1,0,0.830748648921707
"170","101900030402",0.216919159604276,1,1,1,0.994886797252156,1,0,0.574513694834205,1,0.121449963292473,0.943945909169968
"171","101900030403",0.970986997560816,1,1,1,0,1,0,0.894587630063439,0.799998043775976,0.144787475928699,0.954448242104598
"172","101900030404",1,1,1,1,0,1,0,0.184114701379726,0.869496959579292,0.294994478355124,0.913439208539927
"173","101900030405",0.712636223596501,1,1,1,0.371129737833925,1,0,0.0899619180976559,0.78535862161479,0.169844158577871,1
"174","101900030406",0.00440521519789313,1,0.0435483093322342,0.561525251266801,0.140527872931342,0.698555482859615,0,0.312943525827304,0.44222104807659,0,0.877475041461805
"175","101900030407",0.569763671714463,0.246081547314179,1,1,0,1,0,0.291947801913874,1,0,0.959431893599062
"176","101900030408",1,0.691244260007601,1,0.447355586233284,0.0602138275426056,0.343802333810239,0,0.121878628680017,0.3275684895537,0.0198448538310646,1
"177","101900030409",0.982315059907549,1,1,1,0.153645856492446,1,0,0.0629089169712704,1,0.353185163455557,1
"178","101900030501",0.0325939063882436,0,1,0.200955544140654,0.318171987847021,0.0972121768870133,0,0.00272273890309742,0.2464643157261,0,0
"179","101900030502",0.909597693305747,1,1,0.696450144208754,0,0.462046943760489,0,0.0931733256697942,0.484824670064983,0.217912228834549,0
"180","101900030503",1,0,1,0.27890408573024,0,0.17668336864108,0,0.25017737204086,0.307312473763596,0.101594189211536,0
"181","101900030504",0.889923562978052,0,1,0.0769116182965085,0.0121595907392311,0.0250883473106958,0,0.359763644181657,0.16270156990939,0.104113414198642,0
"182","101900030505",0.954622876981486,0,1,0.176489305862712,0.331412811487397,0.0796292026458082,0,0.0424468863444265,0.151808964559618,0.0547454183413247,0
"183","101900030601",1,0,0,1,0,1,0,0.0678406948092111,0.435347906739918,0.0692538212339079,0.532047875486257
"184","101900030602",1,0,1,0.66976944248329,0.106031366656183,0.681948224061047,0,0.0571381587709418,0.400883353381806,0.209904763579859,1
"185","101900030603",1,0,1,0.201935058815721,0.0616630506382203,0.120194449181921,0,0.108788391826817,0.199972849417972,0.143841515379594,1
"186","101900030604",0.787218998843734,0,1,0.123981608259169,0.137117242177838,0.103329815894952,0,0.163165721158195,0.176107260037669,0.124149030131595,1
"187","101900030605",1,0,0.124848911274679,0.358640053893341,0.0955100623573832,0.417427425371252,0,0.00810555953786902,0.289031124239653,0.0313932462342539,1
"188","101900030606",1,0.11470575010303,1,1,0.0421147137891232,1,0,0.0425879503179757,0.859194155102008,0.229029998238779,1
"189","101900030607",1,1,1,0.541955517378408,0.114135623796898,0.661887617663294,0,0.00871845142687551,0.282246441584907,0.171052869544018,1
"190","101900030701",0,0,0,0.317797245143587,0,0.0427211288429845,0,0,0.235704873923729,0.735117859922879,0.29543924852284
"191","101900030702",0.0607563807821289,0,0,0.183669382886139,0.295919270883756,0.0536558327927074,0,0.00826697893122852,0.102953732558755,0.190631032228472,0.382920451640083
"192","101900030703",0.214542388088533,0,0,0.265409875284612,0,0.0602798379986057,0,0.0494611590524032,0.112943177995512,0.288568175977862,0.549010362004939
"193","101900030704",0.223219568214964,0,0,1,0,0.394530443386982,0,0.0140294174741115,0.161400567728359,0.162217502700795,0.569546345583813
"194","101900030705",0.112663275598325,0,0,0.105391017655048,0,0.0247439770611557,0,0.0511077931162515,0.0791163695348583,0,0.416299235677026
"195","101900030706",0.858313952135551,0,0,0.28875274229445,0,0.101964759863604,0,0.0739301844869362,0.17841862635501,0,0.486446473855219
"196","101900030707",0.850960972936909,0,0,0.146650674226328,0.0386079349818136,0.0381936825554992,0,0.779711626922258,0.147907978661915,0,0.537742183071328
"197","101900030801",1,0,0,0.229760356188463,0,0.0335825773964124,0,0.503374394293017,0.158088527860072,0,0.849800681427069
"198","101900030802",0.258258659938196,0,0,0.0420216300583094,0.118271941599338,0.00530176641515568,0,0.129345841422846,0.0420735605263727,0,0.369226148954977
"199","101900030803",1,0.386183478644965,0.279331784734494,0.201724425490868,0,0.120589486755702,0,0.259565331834284,0.313183318144701,0.213161175535941,0.759933543864181
"200","101900030804",1,0,0,0.239422073730553,0,0.0933103035133499,0,0.294061386638967,0.123341643015973,0.221301271867877,1
"201","101900030805",0.995475934467259,0,0,0.221438035428649,0,0.0930663280607499,0,1,0.181969922780325,0.157235795549382,0.997522959024124
"202","101900030806",1,0.173030220642974,0.974073835442851,0.374043792054467,0.0415699290931889,0.280057272525374,0,0.00983864260818222,0.300591017841856,0.365156962536976,0.967923821893465
"203","101900030901",1,0,0,0.0991939894705593,0,0.0306301161188334,0,0.212531403242063,0.0952009299768569,0,0.28577816366164
"204","101900030902",1,0,0,0.144117069289127,0,0.0205960408948587,0,0.717593951763785,0.176681759923043,0,0.531171223293018
"205","101900030903",1,0,0,0.370696108474863,0,0.0952751640588593,0,0.440279256716213,0.259484268418526,0,0.585544075557484
"206","101900030904",0.968201208257323,0,0,0.309281155600493,0,0.0602011938333816,0,1,0.227620438802587,0,0.585544075557484
"207","101900030905",1,0,0.25263750697882,0.268350309526741,0,0.102290598167639,0,0.297554332127925,0.246415606412965,0,0.569220288628235
"208","101900030906",1,0,0,0.357300798807326,0,0.0517679024058218,0,0.107034539064277,0.299941883230961,0,0.395351431334448
"209","101900030907",1,1,0,0.466234645280209,0,0.293967056783286,0,0.528437581993629,0.399201062457938,0,0.593162468679128
"210","101900030908",1,1,0.319842141492275,0.345972804984012,0,0.230436707274266,0,0.496937395083035,0.320929501696588,0,0.678145201918071
"211","101900030909",0.504094525049602,0,0,0.303840555745971,0,0.121433211146455,0,0.679236193437515,0.241427644268523,0,0.710394563080491
"212","101900030910",0.858247872848014,0,0.48200165442982,0.178975070733759,0,0.061138427101681,0,0.209917788277498,0.0650086552550656,0,0.798363559633054
"213","101900031001",0.537948045010298,0,0.112883811889412,0.205412745700889,0,0.29522843336689,0,0.38184534748027,0.0710129105557913,0,0.769348526584983
"214","101900031002",0.375243873448529,0,1,0.159357541073792,0.224728864449099,0.0731796315431535,0,0.133782429147581,0.169122711998142,0.0528287142847261,1
"215","101900031003",0.456517622631005,0,0,0.0949786933539902,0,0.0529859728612327,0,1,0.0153260331001202,0,0
"216","101900031004",0.641401429822277,0,0,0.0607204825718894,0,0.00422952986256507,0,0.631558961541309,0.026069789534495,0,0.321742358381176
