"","HUC12","min.func","min.func.name","std.dev","CV","StrmOrder"
"49","101800020402",3,"Sediment",0.0669687686600772,0.0955572098919917,"3"
"50","101800100101",4,"Organics/Solutes",0.0746616637500899,0.115676132154917,"4"
"51","101800100102",4,"Organics/Solutes",0.0818483179480738,0.116577210637246,"4"
"52","101800100103",3,"Sediment",0.0840709062048449,0.125942654698724,"4"
"53","101800100104",3,"Sediment",0.0607885264425215,0.0675886242691777,"4"
"54","101800100105",2,"Groundwater",0.106490667260709,0.188552884326364,"4"
"55","101800100106",2,"Groundwater",0.0876082256441905,0.0980065029943269,"3"
"56","101800100107",4,"Organics/Solutes",0.0781834822693665,0.128022041119846,"4"
"57","101800100202",4,"Organics/Solutes",0.0596751277085023,0.0848369929424528,"3"
"58","101800100301",4,"Organics/Solutes",0.0713675773574571,0.0997267738413707,"2"
"59","101800100304",4,"Organics/Solutes",0.098739068804546,0.139669253738257,"4"
"60","101900010101",4,"Organics/Solutes",0.150550765174969,0.19234108758025,"4"
"61","101900010102",4,"Organics/Solutes",0.172311828102591,0.465085140694235,"4"
"62","101900010103",5,"Habitat",0.0232900140408026,0.0242265445238331,"2"
"63","101900010104",4,"Organics/Solutes",0.110296278604665,0.135589382215425,"4"
"64","101900010105",5,"Habitat",0.0753899044918365,0.0823977133055428,"1"
"65","101900010106",4,"Organics/Solutes",0.0716091331024879,0.0832972499889875,"4"
"66","101900010107",5,"Habitat",0.0674589777848454,0.073282916608359,"3"
"67","101900010108",2,"Groundwater",0.0742949808062152,0.0906081414440086,"4"
"68","101900010201",5,"Habitat",0.0559760411407637,0.0633073951455131,"3"
"69","101900010202",4,"Organics/Solutes",0.0703442905672431,0.101717094979828,"3"
"70","101900010203",4,"Organics/Solutes",0.132093732631323,0.182408716103654,"3"
"71","101900010204",5,"Habitat",0.0641333771914759,0.0721179259361191,"3"
"72","101900010205",5,"Habitat",0.0592471618579156,0.0660100599175896,"4"
"73","101900010206",4,"Organics/Solutes",0.0814999948807542,0.0986539941166386,"3"
"74","101900010207",5,"Habitat",0.0817137669071032,0.102332741902325,"3"
"75","101900010208",2,"Groundwater",0.0722295492054411,0.0819529949194894,"2"
"76","101900010209",5,"Habitat",0.0618653003019669,0.0726481566554298,"2"
"77","101900010210",4,"Organics/Solutes",0.145494670681985,0.203140107474858,"5"
"78","101900010301",4,"Organics/Solutes",0.133215738311281,0.175933563382009,"5"
"79","101900010302",5,"Habitat",0.0546199181425477,0.0585613476758396,"2"
"80","101900010303",5,"Habitat",0.0541554535353898,0.0601528410665156,"3"
"81","101900010304",5,"Habitat",0.126289557176207,0.180151675553502,"2"
"82","101900010305",4,"Organics/Solutes",0.0818970454543065,0.103694150454802,"2"
"83","101900010306",4,"Organics/Solutes",0.105588486477434,0.125252747108928,"5"
"84","101900010307",4,"Organics/Solutes",0.127453263740288,0.166453341812219,"5"
"85","101900010401",4,"Organics/Solutes",0.0628099148185446,0.0941992607694783,"3"
"86","101900010402",4,"Organics/Solutes",0.0562058133875552,0.081900065291967,"3"
"87","101900010403",1,"Floods",0.107492366419132,0.139633058381259,"3"
"88","101900010404",4,"Organics/Solutes",0.104126723484008,0.162025387573846,"3"
"89","101900010405",5,"Habitat",0.107860551719341,0.159197364522563,"3"
"90","101900010501",5,"Habitat",0.0472231976200982,0.0539676242675849,"3"
"91","101900010502",5,"Habitat",0.0837624696655793,0.104523409548775,"3"
"92","101900010503",3,"Sediment",0.0823188463026663,0.116240109404675,"4"
"93","101900010504",5,"Habitat",0.0894806029104773,0.137120594845673,"4"
"94","101900010505",5,"Habitat",0.0840318459078537,0.129587614177951,"2"
"95","101900010506",3,"Sediment",0.112170342041183,0.149203519942041,"4"
"96","101900010507",4,"Organics/Solutes",0.181991396573387,0.427039257539808,"5"
"97","101900010601",5,"Habitat",0.0913452313262959,0.105715333007832,"3"
"98","101900010602",5,"Habitat",0.095153476546802,0.112956506180931,"2"
"99","101900010603",1,"Floods",0.120106717669515,0.313466722663053,"4"
"100","101900010604",5,"Habitat",0.115317863497116,0.199454730088363,"1"
"101","101900010605",4,"Organics/Solutes",0.160940034354063,0.342313928061919,"5"
"102","101900010606",3,"Sediment",0.171505433259311,0.282270253955339,"5"
"103","101900020101",1,"Floods",0.113284670169238,0.155716064332981,"3"
"104","101900020102",5,"Habitat",0.0934643066553377,0.158152563459531,"3"
"105","101900020103",5,"Habitat",0.115674054575413,0.155700561483291,"4"
"106","101900020104",1,"Floods",0.136413894990298,0.33484063249962,"3"
"107","101900020105",1,"Floods",0.176136000327658,0.470213392439786,"4"
"108","101900020201",1,"Floods",0.142146624278086,0.27665838027142,"3"
"109","101900020202",1,"Floods",0.146480456176642,0.242995665191025,"3"
"110","101900020203",3,"Sediment",0.0611377891124695,0.0677010459340605,"4"
"111","101900020204",1,"Floods",0.116048994086761,0.245165472116848,"4"
"112","101900020301",3,"Sediment",0.0982987515667541,0.180152861593334,"2"
"113","101900020302",3,"Sediment",0.0812070528687604,0.109400106567327,"3"
"114","101900020303",3,"Sediment",0.109530479641552,0.152904892834507,"3"
"115","101900020304",3,"Sediment",0.146552983740323,0.280076412454983,"4"
"116","101900020305",4,"Organics/Solutes",0.177585192191854,0.573372124189834,"4"
"117","101900020401",3,"Sediment",0.0567265206029844,0.0655650197092519,"3"
"118","101900020402",3,"Sediment",0.122517710767095,0.14445864094017,"3"
"119","101900020403",3,"Sediment",0.0831225674734612,0.132689511861644,"3"
"120","101900020404",4,"Organics/Solutes",0.184039291715983,0.309949926662998,"5"
"121","101900020405",3,"Sediment",0.104217960424985,0.180853295772114,"3"
"122","101900020406",3,"Sediment",0.186780447537156,0.285092142991783,"5"
"123","101900020407",4,"Organics/Solutes",0.209306070056313,0.747954358930831,"5"
"124","101900020408",4,"Organics/Solutes",0.167295634109232,0.333226928795248,"5"
"125","101900020501",3,"Sediment",0.12521811253169,0.158167524442501,"2"
"126","101900020502",4,"Organics/Solutes",0.0795880495937146,0.109041267458019,"2"
"127","101900020503",1,"Floods",0.115463823467013,0.225269299812565,"3"
"128","101900020504",1,"Floods",0.142783042615223,0.251369373563483,"3"
"129","101900020601",1,"Floods",0.111496259954539,0.16502453437861,"3"
"130","101900020602",4,"Organics/Solutes",0.0572053154872135,0.0768084006834221,"3"
"131","101900020603",3,"Sediment",0.0799226375156179,0.0938726169451971,"3"
"132","101900020604",5,"Habitat",0.04997159447677,0.0548234300487065,"2"
"133","101900020605",4,"Organics/Solutes",0.0377919821583285,0.0400546691338684,"2"
"134","101900020606",4,"Organics/Solutes",0.0388185775455817,0.0459328020684293,"4"
"135","101900020607",5,"Habitat",0.0464446867504768,0.051198834122465,"2"
"136","101900020608",1,"Floods",0.050592993896839,0.0682092584374466,"4"
"137","101900020701",4,"Organics/Solutes",0.162506199396987,0.270979194730743,"5"
"138","101900020702",5,"Habitat",0.0894268228856436,0.151338765722911,"3"
"139","101900020703",5,"Habitat",0.101897268136263,0.162161707536843,"5"
"140","101900020801",3,"Sediment",0.106605909607707,0.137474040568341,"2"
"141","101900020802",3,"Sediment",0.0381757415427088,0.041865403164401,"3"
"142","101900020803",1,"Floods",0.147009127368082,0.245285540683888,"2"
"143","101900020804",1,"Floods",0.105935035224374,0.170303395077812,"3"
"144","101900020805",1,"Floods",0.150770628057876,0.270520320384446,"3"
"145","101900020806",1,"Floods",0.153721108904087,0.281406038430049,"3"
"146","101900020807",1,"Floods",0.149013264531917,0.277779339988976,"2"
"147","101900020808",5,"Habitat",0.163255089511951,0.303299662218365,"4"
"148","101900020809",4,"Organics/Solutes",0.157745467166601,0.322115509449835,"4"
"149","101900020901",4,"Organics/Solutes",0.106451486195677,0.226644795036441,"5"
"150","101900020902",4,"Organics/Solutes",0.0917556511990947,0.187652379444051,"2"
"151","101900020903",4,"Organics/Solutes",0.0774033688266929,0.165941045631299,"3"
"152","101900020904",4,"Organics/Solutes",0.156495235162547,0.33179313885307,"5"
"153","101900030101",4,"Organics/Solutes",0.0728428862510014,0.0824022047205404,"2"
"154","101900030102",4,"Organics/Solutes",0.0784890619888707,0.0899749433539548,"3"
"155","101900030103",4,"Organics/Solutes",0.0447062832810324,0.0514514108951766,"2"
"156","101900030104",5,"Habitat",0.0787769874897437,0.092323362188923,"3"
"157","101900030105",5,"Habitat",0.117430399363521,0.162802505493212,"2"
"158","101900030106",3,"Sediment",0.0736746140499301,0.0917980070283606,"3"
"159","101900030107",4,"Organics/Solutes",0.0529022602899664,0.092248386934122,"3"
"160","101900030108",1,"Floods",0.14346871988205,0.30150851188957,"4"
"161","101900030201",4,"Organics/Solutes",0.0648993162119954,0.0729554064017946,"3"
"162","101900030202",4,"Organics/Solutes",0.093182624248242,0.11432469364103,"3"
"163","101900030203",4,"Organics/Solutes",0.153943532481986,0.314490312119021,"4"
"164","101900030204",4,"Organics/Solutes",0.0904380313948439,0.208607520985555,"5"
"165","101900030301",1,"Floods",0.113285927662845,0.230833404691693,"4"
"166","101900030302",4,"Organics/Solutes",0.174030158984274,0.361042838097843,"3"
"167","101900030303",1,"Floods",0.137554273460837,0.237942659135039,"4"
"168","101900030304",4,"Organics/Solutes",0.109329828261504,0.249495369185573,"5"
"169","101900030401",5,"Habitat",0.0568263397914173,0.170715735587979,"2"
"170","101900030402",4,"Organics/Solutes",0.112025367601396,0.780213829799039,"5"
"171","101900030403",5,"Habitat",0.0773755824814265,0.230797510230291,"3"
"172","101900030404",3,"Sediment",0.0451029999093272,0.128032303944235,"1"
"173","101900030405",4,"Organics/Solutes",0.0646481909679824,0.212663704888398,"5"
"174","101900030406",4,"Organics/Solutes",0.141789702031164,0.236332682264314,"2"
"175","101900030407",4,"Organics/Solutes",0.0904742279647363,0.217695098455186,"2"
"176","101900030408",3,"Sediment",0.104871087881736,0.200728785312855,"3"
"177","101900030409",3,"Sediment",0.0547594742207015,0.189007984865978,"5"
"178","101900030501",2,"Groundwater",0.0657748169741298,0.0797313783713572,NA
"179","101900030502",2,"Groundwater",0.135314245359161,0.216555862416095,NA
"180","101900030503",2,"Groundwater",0.162359656408146,0.221573908186783,NA
"181","101900030504",2,"Groundwater",0.163544758450655,0.207200002830404,NA
"182","101900030505",2,"Groundwater",0.150265419460301,0.211929421954304,NA
"183","101900030601",4,"Organics/Solutes",0.0949706151356562,0.171986249537437,"1"
"184","101900030602",3,"Sediment",0.161932969237037,0.349710755443642,"5"
"185","101900030603",3,"Sediment",0.177697232285071,0.299914521095411,"5"
"186","101900030604",3,"Sediment",0.165989226064414,0.270398511445147,"6"
"187","101900030605",3,"Sediment",0.173201833961305,0.302560629864794,"6"
"188","101900030606",3,"Sediment",0.126745445882729,0.350291010861254,"6"
"189","101900030607",3,"Sediment",0.0920565432962756,0.199491571748481,"7"
"190","101900030701",2,"Groundwater",0.019120903154985,0.0219988206834855,"2"
"191","101900030702",4,"Organics/Solutes",0.0558146364122949,0.0675969064898567,"2"
"192","101900030703",3,"Sediment",0.0635886650598829,0.0760372668580518,"2"
"193","101900030704",5,"Habitat",0.0712852407265334,0.0960645180475809,"2"
"194","101900030705",3,"Sediment",0.0610172028162646,0.0677817830008879,"3"
"195","101900030706",3,"Sediment",0.112850600463089,0.148908294766439,"3"
"196","101900030707",5,"Habitat",0.148574807553304,0.202304458247799,"4"
"197","101900030801",3,"Sediment",0.175582134914403,0.260295740174819,"2"
"198","101900030802",3,"Sediment",0.0659771580696202,0.0757968812681213,"2"
"199","101900030803",3,"Sediment",0.128737344958623,0.200489732713244,"4"
"200","101900030804",3,"Sediment",0.176715243388351,0.273033004959559,"4"
"201","101900030805",5,"Habitat",0.204047072738237,0.332540952202703,"4"
"202","101900030806",3,"Sediment",0.154991774593482,0.28100293969043,"4"
"203","101900030901",3,"Sediment",0.125174488397149,0.157131906890787,"3"
"204","101900030902",5,"Habitat",0.160811387011453,0.222067217889199,"3"
"205","101900030903",3,"Sediment",0.148656909640912,0.214892086348997,"4"
"206","101900030904",5,"Habitat",0.173602686750089,0.25383031075004,"4"
"207","101900030905",3,"Sediment",0.139663871872912,0.199735722700034,"3"
"208","101900030906",3,"Sediment",0.130383211233849,0.177271389043647,"3"
"209","101900030907",3,"Sediment",0.111315506161203,0.183350664976796,"4"
"210","101900030908",3,"Sediment",0.0949417121450137,0.155656752743259,"4"
"211","101900030909",5,"Habitat",0.135543305217305,0.184732604547274,"4"
"212","101900030910",3,"Sediment",0.142536218962676,0.200769345150139,"5"
"213","101900031001",4,"Organics/Solutes",0.12988222475164,0.1761759641059,"3"
"214","101900031002",3,"Sediment",0.133750504364377,0.204071155218291,"7"
"215","101900031003",5,"Habitat",0.0988174143247579,0.110877576637711,NA
"216","101900031004",5,"Habitat",0.107188798726128,0.127911587468888,"2"
"217","101900031005",5,"Habitat",0.115758887498562,0.139477815769639,"3"
"218","101900031006",4,"Organics/Solutes",0.0689305816612143,0.076049823732379,"3"
"219","101900031007",4,"Organics/Solutes",0.140205237208461,0.206479981903621,"7"
"220","101900031101",5,"Habitat",0.00186849033177159,0.00187203425774428,NA
"221","101900031102",4,"Organics/Solutes",0.133768597207457,0.179500765925442,"7"
"222","101900031103",3,"Sediment",0.114452932198255,0.189058476264416,"7"
"223","101900031104",5,"Habitat",0.11565792059415,0.140783904530454,"3"
"224","101900031105",5,"Habitat",0.137891396417816,0.225848596100238,"7"
"225","101900031201",4,"Organics/Solutes",0.0941955192493765,0.105245450825274,"1"
"226","101900031202",3,"Sediment",0.120002099329887,0.158064722302967,"4"
"227","101900031203",3,"Sediment",0.145620874873245,0.278377784201256,"7"
"228","101900031205",3,"Sediment",0.155770407245665,0.220300760863947,"7"
"229","101900031206",4,"Organics/Solutes",0.163379056252929,0.220419804538724,"7"
"230","101900040101",4,"Organics/Solutes",0.159876517111499,0.396716326211641,"3"
"231","101900040102",4,"Organics/Solutes",0.16284535284073,0.504063957537588,"3"
"232","101900040103",4,"Organics/Solutes",0.181812869293112,0.468655432841092,"4"
"233","101900040104",1,"Floods",0.153676946279785,0.280671282587719,"4"
"234","101900040201",4,"Organics/Solutes",0.0996909982940273,0.157792437877509,"2"
"235","101900040202",4,"Organics/Solutes",0.155300752785161,0.407905091327156,"4"
"236","101900040203",4,"Organics/Solutes",0.101543271759119,0.151037689483092,"2"
"237","101900040204",4,"Organics/Solutes",0.127844799345427,0.217603354062326,"4"
"238","101900040205",1,"Floods",0.146930476542137,0.248987856113537,"3"
"239","101900040206",1,"Floods",0.160669607528211,0.385190291613658,"3"
"240","101900040207",1,"Floods",0.137590048842457,0.253206490134378,"4"
"241","101900040301",1,"Floods",0.128183936760684,0.214072896952686,"2"
"242","101900040302",5,"Habitat",0.0846937772715254,0.104229837520394,"2"
"243","101900040303",5,"Habitat",0.0764067974341323,0.171107234709388,"1"
"244","101900040304",4,"Organics/Solutes",0.0900985232385758,0.194691979182303,"3"
"245","101900040401",4,"Organics/Solutes",0.139004344155443,0.283056584268416,"4"
"246","101900040402",1,"Floods",0.0887818829200896,0.171805353444631,"4"
"247","101900040403",4,"Organics/Solutes",0.141019761164351,0.319003883444801,"4"
"248","101900040404",4,"Organics/Solutes",0.146898648623272,0.413933976540506,"4"
"249","101900050101",1,"Floods",0.114060292312778,0.170165737118628,"3"
"250","101900050102",1,"Floods",0.148351755179275,0.270785853196805,"3"
"251","101900050103",4,"Organics/Solutes",0.168881206474149,0.575665434462722,"4"
"252","101900050201",4,"Organics/Solutes",0.0246431118630617,0.0252761773201657,"3"
"253","101900050202",1,"Floods",0.132536453275684,0.204602929314351,"3"
"254","101900050203",1,"Floods",0.103030566737617,0.174115221344178,"3"
"255","101900050204",4,"Organics/Solutes",0.141805991243437,0.395446263074202,"4"
"256","101900050301",4,"Organics/Solutes",0.144040963154729,0.336673032951162,"2"
"257","101900050302",4,"Organics/Solutes",0.174555192291148,0.547819330859474,"3"
"258","101900050303",4,"Organics/Solutes",0.152056216327551,0.420412386776394,"3"
"259","101900050304",5,"Habitat",0.0394134059826728,0.0986973627412064,"3"
"260","101900050401",1,"Floods",0.149572016197422,0.283055347547544,"3"
"261","101900050402",4,"Organics/Solutes",0.186412836864724,0.655426261691257,"3"
"262","101900050403",4,"Organics/Solutes",0.103580253300117,0.245970257099222,"2"
"263","101900050404",1,"Floods",0.150692880193242,0.269520072202206,"4"
"264","101900050405",4,"Organics/Solutes",0.13726311454949,0.160913874345414,"4"
"265","101900050406",4,"Organics/Solutes",0.0883518435615922,0.192634187836717,"4"
"266","101900050501",4,"Organics/Solutes",0.0803886344620809,0.123347341514015,"3"
"267","101900050502",1,"Floods",0.141433519246012,0.328860728732147,"3"
"268","101900050503",1,"Floods",0.135966703332949,0.194710626690441,"3"
"269","101900050504",4,"Organics/Solutes",0.0798069025883257,0.188099675675651,"4"
"270","101900050601",4,"Organics/Solutes",0.180156261768613,0.617546085973765,"4"
"271","101900050602",5,"Habitat",0.0605068521648892,0.104359626697506,"2"
"272","101900050603",4,"Organics/Solutes",0.118018583101903,0.34030379761685,"3"
"273","101900050604",3,"Sediment",0.0590195973687371,0.177339257963455,"3"
"274","101900050605",3,"Sediment",0.0873450158400933,0.159760854635575,"4"
"275","101900050701",4,"Organics/Solutes",0.122776972594457,0.257876454444809,"4"
"276","101900050702",4,"Organics/Solutes",0.173659314392023,0.36125912983298,"3"
"277","101900050703",4,"Organics/Solutes",0.0848044722704901,0.234581483665203,"4"
"278","101900050704",4,"Organics/Solutes",0.075380053385324,0.148793867636207,"3"
"279","101900050705",3,"Sediment",0.153904752618308,0.269686017968653,"4"
"280","101900050706",4,"Organics/Solutes",0.168393889583359,0.319032623845874,"5"
"281","101900050707",4,"Organics/Solutes",0.107858879216088,0.264803857352248,"5"
"282","101900050708",3,"Sediment",0.136647183894335,0.185603238158418,"2"
"283","101900050709",3,"Sediment",0.166594862756816,0.244074763554234,"5"
"284","101900060101",1,"Floods",0.140468144472605,0.256307331439629,"3"
"285","101900060102",1,"Floods",0.141633054852166,0.262389402523709,"3"
"286","101900060103",4,"Organics/Solutes",0.0788226522822756,0.105241947445067,"2"
"287","101900060104",1,"Floods",0.116230668101568,0.240229500373167,"3"
"288","101900060201",3,"Sediment",0.109820074789939,0.192240595772435,"4"
"289","101900060202",5,"Habitat",0.10034870573446,0.163263227927012,"4"
"290","101900060203",4,"Organics/Solutes",0.165706958209105,0.195052133524184,"4"
"291","101900060204",1,"Floods",0.166318171839335,0.325300571943198,"4"
"292","101900060205",4,"Organics/Solutes",0.0920992524393545,0.142548533182669,"1"
"293","101900060206",1,"Floods",0.151749971535025,0.278123853150899,"2"
"294","101900060207",4,"Organics/Solutes",0.177056956328924,0.633975207026241,"4"
"295","101900060301",1,"Floods",0.0785714638942336,0.11341450174644,"3"
"296","101900060302",1,"Floods",0.0826025504653257,0.129110864976424,"4"
"297","101900060303",1,"Floods",0.053127533891524,0.0823972644061038,"3"
"298","101900060304",2,"Groundwater",0.0700670688569223,0.097175847666817,"4"
"299","101900060401",4,"Organics/Solutes",0.128071583657766,0.261073506027161,"3"
"300","101900060402",4,"Organics/Solutes",0.134870484357809,0.257278144301877,"3"
"301","101900060403",3,"Sediment",0.0759084241566832,0.0839653016484743,"3"
"302","101900060404",4,"Organics/Solutes",0.0796602053607952,0.13602102657553,"4"
"303","101900060501",4,"Organics/Solutes",0.101057329492389,0.118410498014731,"4"
"304","101900060502",2,"Groundwater",0.108702144278629,0.144958254145718,"4"
"305","101900060503",3,"Sediment",0.145845396138395,0.220014928452256,"4"
"306","101900060504",3,"Sediment",0.173119429549349,0.318101365180841,"4"
"307","101900060601",3,"Sediment",0.117292262470636,0.137706387995154,"2"
"308","101900060602",1,"Floods",0.0897101742285461,0.187131056084863,"5"
"309","101900060603",4,"Organics/Solutes",0.137207067725494,0.97344343659542,"5"
"310","101900060604",4,"Organics/Solutes",0.0905982659981168,0.223831249310312,"5"
"311","101900060605",4,"Organics/Solutes",0.139536365231229,0.274067771222247,"5"
"312","101900060606",3,"Sediment",0.167901860825579,0.328667694611998,"5"
"313","101900060607",3,"Sediment",0.159975023770204,0.272299252514988,"5"
"314","101900070101",4,"Organics/Solutes",0.0815720862163238,0.11817867205121,"3"
"315","101900070102",4,"Organics/Solutes",0.074608908332583,0.111766291768942,"3"
"316","101900070103",4,"Organics/Solutes",0.166135806530625,0.195783071391525,"4"
"317","101900070104",1,"Floods",0.122968903953914,0.253029846957285,"4"
"318","101900070105",4,"Organics/Solutes",0.138909845521891,0.271931978214335,"5"
"319","101900070201",4,"Organics/Solutes",0.0807200270621409,0.110057957402181,"2"
"320","101900070202",4,"Organics/Solutes",0.0233648372213641,0.0239328645473254,"3"
"321","101900070203",4,"Organics/Solutes",0.0864764986512677,0.113097539028125,"3"
"322","101900070204",4,"Organics/Solutes",0.104735995060438,0.170287862836013,"3"
"323","101900070205",3,"Sediment",0.120471047695985,0.207196509244747,"4"
"324","101900070206",3,"Sediment",0.0228471533703403,0.0236473253834577,"2"
"325","101900070207",4,"Organics/Solutes",0.159519657300115,0.184499141615642,"3"
"326","101900070208",4,"Organics/Solutes",0.108352193536291,0.183368084390735,"4"
"327","101900070209",4,"Organics/Solutes",0.127424458856392,0.192907081977403,"4"
"328","101900070210",5,"Habitat",0.117086096329752,0.190599693081975,"4"
"329","101900070301",5,"Habitat",0.059696401976469,0.0677079442178791,"3"
"330","101900070302",3,"Sediment",0.0915471906296664,0.158286995650989,"2"
"331","101900070303",1,"Floods",0.159459215464301,0.308083456029709,"5"
"332","101900070304",3,"Sediment",0.130977670468552,0.221648070917016,"3"
"333","101900070305",1,"Floods",0.166670187020898,0.397217090880958,"5"
"334","101900070402",5,"Habitat",0.070318845898841,0.0784334203086816,"2"
"335","101900070403",3,"Sediment",0.037086485577119,0.0406466867551582,"2"
"336","101900070404",3,"Sediment",0.0768639186553859,0.0913097893890439,"4"
"337","101900070501",5,"Habitat",0.116079570428556,0.154726607483385,"4"
"338","101900070502",3,"Sediment",0.0878099939640262,0.132483222289801,"3"
"339","101900070503",5,"Habitat",0.0653689788330884,0.0804717210343697,"3"
"340","101900070504",3,"Sediment",0.0749667641434054,0.0914785729058997,"4"
"341","101900070601",5,"Habitat",0.0722375078062727,0.084910051040534,"2"
"342","101900070602",3,"Sediment",0.0856599889991527,0.100702555525107,"3"
"343","101900070603",3,"Sediment",0.121288194795974,0.153933009137488,"5"
"344","101900070701",4,"Organics/Solutes",0.114824119996777,0.151625992008514,"4"
"345","101900070702",5,"Habitat",0.0897303452618173,0.104529885651065,"4"
"346","101900070703",5,"Habitat",0.0566365199434696,0.0780367519177989,"4"
"347","101900070704",3,"Sediment",0.145785191911128,0.197372474028036,"6"
"348","101900070801",5,"Habitat",0.0586117155471577,0.131132686443215,"3"
"349","101900070802",4,"Organics/Solutes",0.0954862662110803,0.109436953364586,"2"
"350","101900070803",3,"Sediment",0.09133226286953,0.111088334685592,"4"
"351","101900070804",4,"Organics/Solutes",0.09985005698668,0.182471641525454,"4"
"352","101900070805",4,"Organics/Solutes",0.0621496288792714,0.195318533506397,"6"
"353","101900070901",3,"Sediment",0.0825919404457934,0.104973005297772,"5"
"354","101900070902",3,"Sediment",0.103658642410268,0.12713145711357,"5"
"355","101900070903",4,"Organics/Solutes",0.0713920871178384,0.0858488517969325,"4"
"356","101900070904",3,"Sediment",0.159115908257827,0.282572437148316,"5"
"357","101900070905",4,"Organics/Solutes",0.0526021008603575,0.137802505151694,"6"
"358","101900071001",2,"Groundwater",0.0412242597707964,0.101623071264009,"2"
"359","101900071002",4,"Organics/Solutes",0.063738062953739,0.19613616675759,"6"
"360","101900071003",2,"Groundwater",0.0325117077205686,0.0683316872770039,"3"
"361","101900071004",3,"Sediment",0.16608269152229,0.232029243883755,"2"
"362","101900071005",4,"Organics/Solutes",0.115791966474522,0.281275597001062,"6"
"363","101900071006",3,"Sediment",0.150739056244317,0.229270405180089,"2"
"364","101900071007",4,"Organics/Solutes",0.0991774768040413,0.217493105457726,"6"
"365","101900071008",4,"Organics/Solutes",0.0632266624629261,0.162249804147868,"6"
"366","101900080104",4,"Organics/Solutes",0.0867656054543316,0.106157523482525,"4"
