,FID,HUC12,FREQUENCY,COUNT_FID,Unnamed: 0,FP_Areakm2,Point_Density
61,,101900050504,2,2,268,10.736200332641602,0.18628564464462705
62,,101900050601,3,3,269,5.907959938049316,0.5077894961133634
63,,101900050602,1,1,270,2.239650011062622,0.4464983345882427
64,,101900050605,4,4,273,6.8332200050354,0.5853755618950363
65,,101900050701,1,1,274,7.511360168457031,0.13313168022475722
66,,101900050703,9,9,276,10.831700325012207,0.8308944791629339
67,,101900050705,1,1,278,8.139039993286133,0.12286461312696542
68,,101900050707,3,3,280,19.10059928894043,0.15706313475394726
69,,101900060207,1,1,293,2.714979887008667,0.3683268538323458
70,,101900060404,1,1,301,1.3673399686813354,0.7313470116465632
71,,101900060503,9,9,304,6.143680095672607,1.4649200251066594
72,,101900060604,3,3,309,7.946420192718506,0.37752848795347765
73,,101900060605,1,1,310,16.292699813842773,0.06137718189286036
74,,101900060607,2,2,312,4.617819786071777,0.43310481843236504
75,,101900070208,1,1,325,3.232830047607422,0.3093264988489227
76,,101900070805,3,3,351,20.0132999420166,0.14990031672396506
77,,101900071003,5,5,359,14.099300384521484,0.3546275250287672
78,,101900071005,4,4,361,12.9931001663208,0.3078557040888774
79,,101900071008,22,22,364,30.032400131225586,0.7325421845697221
80,,101900080203,18,18,369,14.92020034790039,1.2064181163983503
81,,101900080204,4,4,370,19.769699096679688,0.20232983721395123
82,,101900080304,38,38,374,40.69179916381836,0.9338490993484553
83,,101900080306,10,10,376,15.716699600219727,0.6362658989715752
84,,101900090602,9,9,398,26.80529975891113,0.3357544993320975
85,,101900100404,3,3,418,31.573299407958984,0.09501699398713336
86,,101900110504,4,4,454,22.285600662231445,0.17948809460536577
87,,101900120201,4,4,462,15.03909969329834,0.26597336819187806
88,,101900120205,1,1,466,14.37049961090088,0.06958700303233997
89,,101900120206,25,25,467,47.669898986816406,0.524439961723309
90,,101900120304,6,6,471,3.8160500526428223,1.5723064208355113
91,,101900120402,39,39,473,38.99850082397461,1.0000384418886294
92,,101900120605,22,22,480,36.34980010986328,0.6052302882961506
93,,101900120607,13,13,482,21.233999252319336,0.6122256973603333
94,,101900120701,10,10,483,10.913800239562988,0.9162711228440462
95,,101900120702,3,3,484,15.65310001373291,0.19165532689167095
96,,101900120703,1,1,485,2.21983003616333,0.4504849397066282
97,,101900120705,11,11,487,20.14240074157715,0.5461116646981526
98,,101900120709,19,19,491,22.590200424194336,0.8410726617392383
99,,101900120904,34,34,503,38.76599884033203,0.8770572413221687
100,,101900120905,12,12,504,19.100400924682614,0.6282590636353044
101,,101900121001,8,8,505,14.503499984741213,0.5515909958573179
102,,101900121004,3,3,508,3.522910118103028,0.851568702983374
103,,101900121005,14,14,509,27.10090065002441,0.5165879976017472
104,,101900121102,1,1,511,3.8284599781036377,0.2612016334817043
105,,101900121105,16,16,514,23.49160003662109,0.6810945178301
106,,101900121201,3,3,515,10.88599967956543,0.27558332613507486
107,,101900121203,2,2,517,7.82528018951416,0.25558190270042863
108,,101900121206,3,3,520,13.453700065612793,0.22298698390548333
109,,101900121207,56,56,521,51.40179824829102,1.0894560483953857
110,,101900121302,2,2,523,7.886340141296388,0.2536030610101522
111,,101900121303,1,1,524,4.1442599296569815,0.24129760608012094
112,,101900121304,10,10,525,19.321800231933594,0.5175501185170502
113,,101900130408,8,8,553,12.343899726867676,0.6480934045978385
114,,101900130409,26,26,554,25.04850006103516,1.0379863040360238
115,,101900140407,18,18,576,15.81630039215088,1.138066396926352
116,,101900160707,6,6,580,3.421319961547852,1.7537091144452674
117,,101900180101,8,8,586,12.201700210571287,0.6556463330470105
118,,101900180102,1,1,587,3.96970009803772,0.2519081984289731
119,,101900180103,6,6,588,3.7074799537658687,1.618349950592587
120,,101900180105,1,1,589,5.417109966278076,0.18460027694196288
121,,102500010503,1,1,624,14.588299751281738,0.06854808422154468
122,,102500010504,4,4,625,47.41709899902344,0.08435775457461833
123,,102500010702,1,1,631,32.78319931030273,0.03050342922710815
124,,102500010803,1,1,638,9.993619918823242,0.10006384154319038
125,,102500020408,4,4,655,24.07830047607422,0.16612468159763447
126,,102500020702,1,1,670,24.23950004577637,0.041254976303615874
127,,102500020703,2,2,671,19.738100051879886,0.10132687516747677
128,,102500020704,5,5,672,17.51449966430664,0.28547775248125756
129,,102500020801,6,6,676,32.19900131225586,0.18634118312595704
130,,102500020803,7,7,678,32.85860061645508,0.21303402666802884
131,,102500020903,8,8,683,20.723899841308594,0.3860277293974244
132,,102500020904,6,6,684,13.860899925231935,0.43287232664293274
133,,102500050207,1,1,763,5.834959983825684,0.171380781148794
134,,110200020905,2,2,970,20.91699981689453,0.095616006956438
135,,110200021201,1,1,985,8.400779724121094,0.11903656956135962
136,,110200021202,1,1,986,13.299400329589846,0.07519136015291601
137,,110200021204,1,1,988,8.493579864501951,0.11773598599801219
138,,110200030302,3,3,1001,13.437100410461426,0.2232624530858128
139,,110200060803,1,1,1133,6.801750183105469,0.1470209832880735
140,,110200060906,1,1,1142,7.535019874572754,0.1327136512770912
141,,110200091008,1,1,1266,27.107500076293945,0.036890159446112854
142,,110200091306,1,1,1284,10.697400093078613,0.0934806580383037
143,,110200091406,1,1,1290,49.30799865722656,0.020280685228205676
144,,110200091902,1,1,1311,21.233200073242188,0.047096056955644075
145,,110200100108,1,1,1319,4.246399879455566,0.23549360125928853
146,,110200120602,1,1,1494,59.78779983520508,0.016725820363959375
147,,130100011005,2,2,1649,2.117460012435913,0.9445278721930679
148,,130100011008,4,4,1652,2.971479892730713,1.3461305963353176
149,,130100011106,1,1,1658,2.1638998985290527,0.46212858583697275
150,,130100011304,6,6,1665,7.926449775695801,0.7569593159345172
151,,130100011306,1,1,1667,9.232709884643556,0.10831056239114206
152,,130100020202,5,5,1674,13.499699592590332,0.37037861218366536
153,,130100020203,2,2,1675,10.477899551391602,0.190877951271672
154,,130100020205,28,28,1677,62.43360137939453,0.4484764514840412
155,,130100020206,42,42,1678,45.986000061035156,0.9133214444451634
156,,130100020207,3,3,1679,41.273399353027344,0.07268604105854815
157,,130100020306,8,8,1685,39.22819900512695,0.20393492953766335
158,,130100020408,15,15,1693,43.56969833374024,0.34427596640906843
159,,130100020411,40,40,1696,122.28600311279295,0.3271020311548264
160,,130100020603,4,4,1704,6.2311601638793945,0.6419350321288614
161,,130100020605,30,30,1706,22.89640045166016,1.310249620386281
162,,130100020607,24,24,1708,43.146400451660156,0.5562457064498075
163,,130100020609,6,6,1710,23.81110000610352,0.2519833186397107
164,,130100020701,1,1,1711,2.618580102920532,0.3818863508833237
165,,130100020705,55,55,1714,71.39540100097656,0.7703577433404667
166,,130100020706,9,9,1715,27.817800521850586,0.3235338463560624
167,,130100020707,6,6,1716,35.39239883422852,0.16952792683262005
168,,130100020708,1,1,1717,7.664370059967041,0.1304738670204946
169,,130100020710,24,24,1719,116.0250015258789,0.20685196883748283
170,,130100020712,7,7,1720,45.51110076904297,0.15380862870188933
171,,130100020905,3,3,1727,3.9984400272369385,0.750292609008595
172,,130100020906,2,2,1728,12.197699546813965,0.1639653438194745
173,,130100021002,9,9,1730,35.722599029541016,0.25194135489854463
174,,130100021103,3,3,1733,15.306300163269045,0.19599772433570745
175,,130100030202,1,1,1740,7.3521599769592285,0.1360144506014393
176,,130100030203,2,2,1741,11.22480010986328,0.17817689227646838
177,,130100030301,1,1,1742,11.68280029296875,0.0855959166401095
178,,130100030303,16,16,1744,32.64640045166016,0.4900999736155094
179,,130100030401,2,2,1745,4.283060073852538,0.4669558599492243
180,,130100030403,1,1,1747,16.386199951171875,0.06102696189353432
181,,130100030405,4,4,1749,19.175899505615234,0.2085951690990396
182,,130100030408,13,13,1752,138.90800476074222,0.09358711920447958
183,,130100030504,25,25,1756,66.44699859619139,0.37623971779265514
184,,130100030603,23,23,1759,54.38259887695313,0.42292940159112546
185,,130100030607,24,24,1763,73.73629760742188,0.3254842022009022
186,,130100030702,7,7,1764,47.19960021972656,0.14830634088876088
187,,130100030703,16,16,1765,119.72699737548828,0.1336373612529573
188,,130100040405,3,3,1787,17.640100479125977,0.1700670584926647
189,,130100040406,15,15,1788,37.35240173339844,0.401580602689541
190,,130100040504,51,51,1792,48.92940139770508,1.0423180857142478
191,,130100040603,12,12,1795,26.45840072631836,0.4535421518528712
192,,130100040604,4,4,1796,17.217500686645508,0.23232175638027064
193,,130100040605,10,10,1797,29.50029945373535,0.33897960987422426
194,,130100040607,20,20,1799,59.64739990234375,0.33530380255877895
195,,130100040608,17,17,1800,66.83499908447266,0.25435775017388307
196,,130100040609,2,2,1801,0.4257589876651764,4.697493318855859
197,,130100040610,2,2,1802,1.4210799932479858,1.4073803089922114
198,,130100040611,63,63,1803,77.79879760742188,0.8097811526330055
199,,130100040704,7,7,1807,17.396299362182614,0.40238442982977907
200,,130100040705,1,1,1808,11.020999908447266,0.09073586864232981
201,,130100040706,1,1,1809,46.76319885253906,0.02138433692599504
202,,130100050304,2,2,1823,44.52040100097656,0.044923225196379736
203,,130100050403,1,1,1826,1.2555099725723269,0.7964890935522955
204,,130100050405,2,2,1828,3.64057993888855,0.5493630228074567
205,,130100050407,5,5,1830,44.66370010375977,0.11194773358195421
206,,130100050408,18,18,1831,45.20959854125977,0.39814553946044456
207,,130201010106,6,6,1832,21.908899307250977,0.273861316164534
208,,130201010109,3,3,1835,2.763099908828736,1.0857370703152334
209,,130201010110,1,1,1836,7.886390209197997,0.12680072548701524
210,,140100010205,1,1,1850,2.9210500717163086,0.34234264235410194
211,,140100010210,5,5,1855,4.902780055999756,1.019829554434381
212,,140100040203,1,1,1987,0.7218350172042847,1.385358116696897
213,,140100040403,1,1,1992,1.8299100399017332,0.5464749513335094
214,,140100040603,1,1,2002,2.5482099056243896,0.39243234938880334
215,,140100041003,1,1,2019,3.752909898757935,0.2664599009773617
216,,140100051402,1,1,2095,4.643939971923828,0.21533439408040703
217,,140200020107,9,9,2170,8.428970336914062,1.0677460757674226
218,,140200040503,2,2,2286,5.234250068664551,0.38209867197083947
219,,140300020302,1,1,2395,2.429879903793335,0.41154297314812954
220,,140300020305,2,2,2398,2.5028600692749023,0.7990858236750787
221,,140300020306,4,4,2399,2.7221100330352783,1.4694483145267332
222,,140300020605,4,4,2425,4.2887001037597665,0.9326835412187781
223,,140500010406,4,4,2564,6.744699954986572,0.5930582571049247
224,,140500050401,1,1,2730,2.2918100357055664,0.43633633871061034
225,,140801010204,1,1,2822,1.4074000120162964,0.7105300493548816
